student_id,age,grade_1,grade_2,grade_3,attendance_percentage,study_hours_per_week,midterm_exam_score,final_exam_score,pass
313,23,33,40,79,65,31,34,64,0
314,21,58,26,66,63,28,25,69,0
315,22,48,40,45,98,9,64,27,0
316,21,26,50,54,81,5,77,43,0
317,20,42,63,69,21,38,36,37,0
318,24,60,67,69,12,8,45,41,0
319,24,79,56,53,14,14,36,74,1
320,20,68,46,53,66,26,57,66,0
321,25,67,78,27,0,30,31,78,1
322,19,50,33,54,95,11,44,80,1
323,25,35,72,73,18,35,28,38,0
324,20,70,60,38,92,30,55,49,0
325,18,27,67,73,45,15,48,45,0
326,24,73,69,73,59,28,44,35,0
327,23,33,58,34,92,6,72,46,0
328,25,56,43,69,54,8,34,51,0
329,23,44,39,69,51,15,61,66,0
330,18,33,48,41,41,14,37,34,0
331,18,80,71,28,29,21,41,30,0
332,22,48,73,80,49,20,39,28,0
333,22,69,48,76,15,38,54,36,0
334,24,27,79,50,27,17,55,74,1
335,25,58,74,73,31,33,70,65,0
336,23,60,29,48,76,40,37,58,0
337,21,33,57,50,66,37,67,63,0
338,25,26,50,29,25,19,49,45,0
339,20,59,76,71,21,23,33,65,0
340,20,67,70,49,4,13,62,78,1
341,23,50,46,59,78,13,49,34,0
342,25,45,67,70,55,23,38,67,0
343,23,32,65,30,11,24,28,64,0
344,19,44,56,37,80,16,61,49,0
345,23,74,31,50,49,26,58,75,1
346,21,61,28,38,19,26,78,52,0
347,25,46,58,69,1,13,68,53,0
348,20,77,47,49,60,1,79,38,0
349,20,57,37,45,55,5,70,59,0
350,22,26,33,56,91,10,45,25,0
351,20,29,32,57,2,32,56,43,0
352,22,50,49,53,17,2,73,48,0
353,21,70,49,44,8,1,58,55,0
354,20,68,48,42,12,35,71,54,0
355,23,80,37,72,18,37,52,29,0
356,23,78,61,37,97,28,68,51,0
357,20,51,39,40,22,17,78,35,0
358,18,66,61,68,59,37,30,33,0
359,24,43,36,31,52,9,67,65,0
360,18,27,56,59,68,34,34,40,0
361,25,66,60,33,34,14,60,73,1
362,20,50,58,76,11,7,51,32,0
363,25,77,65,35,9,26,79,37,0
364,25,36,47,37,86,14,47,74,1
365,19,39,47,71,59,35,51,80,1
366,21,62,33,26,69,38,57,76,1
367,21,77,27,53,68,23,54,28,0
368,24,26,68,42,57,3,55,68,0
369,25,65,70,25,11,20,56,60,0
370,24,36,28,67,64,15,30,69,0
371,23,50,73,70,71,34,42,55,0
372,22,33,80,79,37,35,62,27,0
373,21,38,46,43,27,30,61,46,0
374,23,39,69,39,2,32,65,75,1
375,23,38,26,65,63,39,73,50,0
376,20,59,77,39,38,30,72,28,0
377,22,70,30,46,20,28,70,41,0
378,19,74,59,73,78,13,41,72,1
379,18,68,77,48,37,8,60,27,0
380,18,32,69,54,69,24,30,75,1
381,23,40,70,50,81,34,56,72,1
382,20,47,55,28,80,37,66,33,0
383,20,50,35,43,28,25,43,32,0
384,25,48,59,60,95,36,78,38,0
385,22,47,57,26,88,25,34,40,0
386,18,78,48,43,1,39,49,67,0
387,21,70,43,58,18,12,76,41,0
388,20,46,58,37,66,23,52,48,0
389,25,56,53,30,53,1,67,41,0
390,22,33,67,26,7,2,73,65,0
391,22,58,51,69,56,35,79,69,0
392,23,27,77,76,55,24,53,45,0
393,19,47,30,52,5,30,79,27,0
394,22,33,57,34,27,7,26,34,0
395,22,51,59,36,57,13,77,66,0
396,19,69,58,71,51,11,52,48,0
397,25,57,70,69,57,26,62,51,0
398,25,26,30,74,44,6,47,52,0
399,23,73,42,59,85,6,42,36,0
400,18,37,75,77,98,32,58,61,0
401,25,80,27,71,76,17,42,33,0
402,20,64,59,26,44,17,30,59,0
403,24,72,63,60,11,16,54,67,0
404,22,80,36,36,64,17,74,57,0
405,24,71,60,75,55,14,60,34,0
406,20,60,53,42,76,13,44,45,0
407,23,29,80,48,69,10,50,50,0
408,23,65,35,61,18,13,77,62,0
409,21,49,58,26,65,6,69,64,0
410,19,55,35,56,39,30,60,75,1
411,25,44,54,77,49,0,43,26,0
412,19,75,37,72,96,20,49,55,0
413,21,39,56,34,86,19,46,41,0
414,23,38,51,69,38,9,57,68,0
415,19,54,26,78,14,18,67,54,0
416,24,63,37,50,68,6,68,71,1
417,21,45,50,36,53,3,69,73,1
418,23,61,27,40,86,5,34,48,0
419,19,34,38,64,41,10,65,48,0
420,19,54,54,62,66,6,44,76,1
421,24,30,49,35,35,40,40,32,0
422,22,74,52,68,13,20,78,31,0
423,19,53,43,65,81,14,50,60,0
424,24,44,40,78,95,7,78,46,0
425,25,64,47,53,9,1,30,70,1
426,23,74,42,57,9,12,50,44,0
427,24,49,72,27,18,0,35,68,0
428,21,79,54,35,84,40,80,41,0
429,19,58,65,59,69,23,34,36,0
430,18,77,38,38,1,22,35,38,0
431,20,54,73,55,42,19,66,40,0
432,22,79,55,77,9,1,46,60,0
433,19,42,31,33,43,37,56,78,1
434,22,53,30,40,21,35,80,60,0
435,22,74,41,69,14,5,27,30,0
436,24,60,57,57,80,33,28,69,0
437,21,53,77,39,36,23,77,65,0
438,18,55,72,30,46,1,30,66,0
439,25,29,27,59,36,34,70,52,0
440,18,32,62,46,4,19,78,65,0
441,23,50,70,41,15,34,35,58,0
442,20,40,51,27,73,3,76,51,0
443,21,52,55,61,82,20,37,32,0
444,18,31,33,47,29,6,78,68,0
445,23,63,80,50,86,16,30,40,0
446,23,39,31,27,11,8,25,25,0
447,23,65,71,60,92,5,35,49,0
448,20,25,65,36,12,18,39,62,0
449,23,43,51,54,76,29,36,48,0
450,18,45,65,68,13,39,64,41,0
451,20,71,27,57,76,2,40,25,0
452,20,30,60,39,74,5,47,42,0
453,19,54,53,39,23,21,51,47,0
454,24,60,73,77,1,2,65,72,1
455,25,51,38,66,90,15,63,61,0
456,22,44,57,74,13,3,26,45,0
457,19,30,44,36,14,18,45,28,0
458,18,59,57,69,67,32,35,46,0
459,21,48,50,67,63,9,40,40,0
460,19,53,32,33,7,29,77,35,0
461,20,72,79,35,38,28,35,77,1
462,25,44,55,46,78,1,63,79,1
463,18,70,26,34,10,15,33,33,0
464,25,62,69,54,48,22,39,26,0
465,18,28,74,55,14,40,52,46,0
466,22,44,46,73,52,35,35,35,0
467,20,47,49,74,95,30,39,52,0
468,21,29,39,49,12,25,44,66,0
469,22,49,55,72,58,14,27,65,0
470,24,42,51,60,13,39,55,44,0
471,24,30,25,58,51,38,58,38,0
472,19,35,57,61,55,3,65,45,0
473,25,64,80,26,88,19,67,32,0
474,25,70,67,79,96,8,65,26,0
475,19,62,32,25,18,19,50,40,0
476,19,34,74,59,38,16,50,72,1
477,22,65,37,52,42,31,61,70,1
478,23,35,75,50,31,32,63,73,1
479,24,64,63,58,78,31,33,45,0
480,21,63,76,64,95,34,61,65,0
481,23,45,69,69,84,36,55,79,1
482,21,70,68,33,77,21,66,49,0
483,21,53,55,39,81,17,54,43,0
484,24,57,49,41,25,40,39,76,1
485,18,79,48,28,58,35,80,33,0
486,23,60,38,50,54,10,72,78,1
487,25,63,75,74,26,4,48,51,0
488,19,48,56,65,60,27,50,72,1
489,18,28,65,27,42,39,73,52,0
490,24,74,48,78,16,29,60,46,0
491,23,42,78,28,61,14,33,58,0
492,24,39,42,42,55,1,35,50,0
493,19,76,29,46,4,8,40,75,1
494,19,50,39,29,76,22,42,50,0
495,19,29,73,32,97,22,55,56,0
496,20,37,68,31,74,37,46,71,1
497,24,71,47,50,77,16,36,73,1
498,18,51,47,72,0,37,73,55,0
499,19,55,61,71,93,2,54,55,0
500,19,36,64,41,51,3,57,36,0
501,25,76,47,28,17,24,40,43,0
502,25,65,29,71,76,2,48,39,0
503,22,50,74,50,26,35,47,67,0
504,18,50,79,55,64,31,49,70,1
505,19,62,34,36,99,37,78,69,0
506,20,44,58,49,58,7,51,54,0
507,19,64,47,37,40,0,31,41,0
508,21,36,76,69,14,37,46,64,0
509,19,71,61,63,37,26,63,46,0
510,25,71,29,57,5,35,44,73,1
511,24,65,74,58,48,33,57,61,0
512,20,64,27,76,42,3,69,48,0
513,24,66,37,70,43,17,34,67,0
514,18,34,40,38,92,40,65,76,1
515,21,65,47,48,97,20,47,55,0
516,20,57,54,30,3,28,70,46,0
517,23,49,55,44,71,23,56,58,0
518,23,76,70,80,13,32,36,43,0
519,24,75,40,38,52,12,61,45,0
520,24,56,29,29,34,7,62,26,0
521,25,80,42,67,93,30,51,65,0
522,23,49,47,61,88,31,33,51,0
523,18,42,75,49,97,20,37,77,1
524,19,38,28,39,8,30,51,47,0
525,25,70,42,63,83,2,69,78,1
526,24,35,28,44,10,8,69,30,0
527,23,55,34,33,67,21,68,31,0
528,18,41,36,40,35,27,74,70,1
529,21,57,72,32,45,22,79,44,0
530,24,25,59,27,82,40,33,28,0
531,19,29,69,69,86,25,46,34,0
532,19,80,51,59,93,15,69,63,0
533,25,52,60,33,97,5,53,74,1
534,21,53,38,35,39,30,56,33,0
535,23,42,73,67,5,11,80,27,0
536,21,41,56,30,80,2,62,39,0
537,22,78,39,46,10,0,67,29,0
538,20,55,38,39,67,38,63,44,0
539,25,80,61,73,72,30,70,50,0
540,20,71,64,31,27,5,45,26,0
541,20,71,66,64,54,25,51,76,1
542,25,29,37,70,22,38,58,62,0
543,18,49,26,46,0,20,41,47,0
544,24,40,70,78,3,39,45,31,0
545,23,73,72,40,33,19,43,62,0
546,20,39,33,42,65,11,55,27,0
547,19,33,70,71,50,14,79,40,0
548,25,66,68,36,4,37,49,70,1
549,18,70,76,38,10,2,33,49,0
550,19,47,52,47,58,1,58,77,1
551,21,29,34,27,58,8,79,37,0
552,20,26,77,41,19,31,34,75,1
553,18,54,28,38,69,5,65,80,1
554,18,32,54,30,44,27,26,70,1
555,21,76,26,59,97,19,64,38,0
556,19,48,66,69,34,9,31,25,0
557,19,72,60,28,87,17,50,71,1
558,21,27,46,76,45,9,41,49,0
559,21,70,51,39,40,15,25,25,0
560,24,55,68,51,73,29,35,65,0
561,18,71,38,26,97,25,43,40,0
562,18,49,30,35,71,25,70,30,0
563,19,29,29,73,6,28,37,71,1
564,23,60,36,37,94,22,38,68,0
565,21,78,65,46,10,39,64,60,0
566,20,36,44,39,45,38,48,56,0
567,23,62,59,63,20,31,25,62,0
568,19,26,29,33,12,24,63,35,0
569,23,53,58,41,41,3,40,65,0
570,23,65,53,43,50,18,28,42,0
571,24,71,60,25,45,34,44,38,0
572,20,43,62,55,27,15,52,38,0
573,18,61,58,53,47,35,36,25,0
574,24,42,65,53,8,0,50,51,0
575,24,48,69,35,91,20,54,69,0
576,23,66,25,26,51,16,55,25,0
577,21,37,47,34,71,36,57,77,1
578,22,40,73,51,69,4,28,55,0
579,19,55,52,62,20,3,48,54,0
580,21,70,38,40,90,10,44,46,0
581,20,44,65,35,59,27,26,56,0
582,23,66,69,37,15,22,26,79,1
583,18,31,44,65,5,27,55,75,1
584,19,50,34,64,79,12,80,73,1
585,23,78,76,72,26,5,52,28,0
586,24,25,42,74,30,20,50,52,0
587,20,69,58,33,7,10,40,27,0
588,18,34,58,76,81,35,70,72,1
589,25,28,60,63,13,15,57,36,0
590,18,77,71,36,65,23,53,77,1
591,21,77,80,49,59,39,27,66,0
592,21,36,80,72,64,7,51,28,0
593,18,43,70,72,8,4,55,42,0
594,25,67,74,48,93,13,34,80,1
595,19,49,69,40,9,35,53,46,0
596,19,52,78,31,88,10,71,40,0
597,20,76,46,26,11,7,59,40,0
598,18,77,51,46,5,6,42,67,0
599,23,59,68,30,64,19,74,40,0
600,24,41,47,27,13,14,64,71,1
601,21,30,78,55,8,11,63,49,0
602,21,65,78,66,11,38,32,31,0
603,20,63,65,31,6,28,77,49,0
604,21,27,51,61,5,15,49,29,0
605,21,51,67,68,38,40,72,51,0
606,25,71,56,31,81,5,69,54,0
607,24,48,54,41,6,9,56,56,0
608,23,77,78,36,83,13,53,64,0
609,20,36,44,42,87,23,36,63,0
610,19,36,33,76,65,7,40,46,0
611,23,36,72,70,49,11,45,61,0
612,19,68,71,25,25,0,62,72,1
613,23,42,29,51,94,34,31,80,1
614,20,28,77,55,5,7,79,55,0
615,21,42,32,55,80,26,62,40,0
616,25,65,30,34,57,35,50,70,1
617,19,54,65,32,67,0,42,76,1
618,25,51,74,27,46,14,47,58,0
619,24,58,48,31,80,37,63,37,0
620,18,67,62,68,20,4,68,37,0
621,19,80,72,58,16,38,28,44,0
622,19,74,41,29,60,22,42,42,0
623,24,72,77,26,28,27,28,76,1
624,25,56,44,75,21,5,39,63,0
625,19,54,71,63,5,30,66,29,0
626,22,37,57,56,6,33,75,80,1
627,19,71,73,28,87,3,46,36,0
628,25,63,33,52,31,37,29,74,1
629,21,71,71,66,39,6,36,60,0
630,22,79,57,56,34,37,29,33,0
631,24,49,73,72,84,40,64,76,1
632,25,50,55,29,98,14,48,42,0
633,23,32,78,66,25,39,28,60,0
634,19,62,48,34,42,8,75,28,0
635,22,49,34,29,90,30,42,46,0
636,22,37,80,69,40,34,31,80,1
637,18,30,30,69,18,19,37,34,0
638,20,34,74,41,9,30,63,46,0
639,21,64,78,63,83,13,34,44,0
640,23,47,64,40,47,21,49,61,0
641,23,51,66,26,18,19,27,69,0
642,20,48,54,69,40,9,48,49,0
643,18,33,63,58,89,39,68,41,0
644,24,74,72,29,46,13,55,57,0
645,20,53,79,37,93,39,52,76,1
646,24,56,49,43,87,30,25,53,0
647,23,47,67,27,16,3,41,50,0
648,18,31,47,39,5,40,71,57,0
649,22,51,49,58,39,26,44,69,0
650,23,61,74,70,79,19,35,42,0
651,24,36,61,44,27,6,32,56,0
652,25,27,42,61,4,19,71,62,0
653,24,76,44,78,97,37,79,43,0
654,19,53,28,36,73,31,53,40,0
655,21,40,48,29,88,19,59,45,0
656,21,30,27,56,28,40,59,42,0
657,24,28,50,26,4,25,75,51,0
658,24,53,76,72,9,17,79,70,1
659,21,36,27,71,67,15,26,29,0
660,21,42,63,62,12,17,55,54,0
661,22,67,29,71,61,17,65,36,0
662,21,65,64,26,43,28,50,60,0
663,21,64,75,27,78,4,43,37,0
664,20,78,39,78,30,7,28,64,0
665,24,40,55,63,38,19,30,57,0
666,23,54,49,55,56,18,31,80,1
667,19,67,58,57,84,28,49,29,0
668,18,76,75,78,45,1,74,51,0
669,23,70,48,26,42,20,66,68,0
670,23,53,68,25,42,40,54,37,0
671,25,53,53,26,77,3,68,37,0
672,19,79,37,41,10,39,59,52,0
673,18,30,34,79,100,22,25,27,0
674,22,25,62,59,84,26,30,59,0
675,25,45,72,55,3,5,70,70,1
676,18,38,79,38,53,0,36,56,0
677,18,27,68,50,23,28,49,36,0
678,18,74,29,40,84,33,26,62,0
679,23,33,31,63,75,2,39,78,1
680,23,54,53,40,63,3,79,66,0
681,23,55,78,53,1,30,38,41,0
682,21,47,44,73,5,34,74,53,0
683,25,37,33,37,32,31,72,69,0
684,22,32,60,70,14,29,56,58,0
685,25,72,63,29,27,5,58,55,0
686,21,50,77,50,16,14,48,33,0
687,18,46,42,51,98,6,26,73,1
688,23,76,40,40,49,32,80,76,1
689,18,51,50,72,19,16,55,63,0
690,23,49,59,46,0,10,54,34,0
691,21,71,67,59,28,12,80,33,0
692,22,29,77,62,10,18,74,61,0
693,25,59,67,56,46,35,56,30,0
694,20,74,47,79,63,35,48,48,0
